time_real,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
major_words,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,975.,0.,981.,0.,979.,0.,975.,0.,941.,0.,939.,0.,943.,0.,224.,0.,939.,0.,220.,0.
bdd,583194.,0.,583198.,0.,583196.,0.,583194.,0.,616827.,0.,664841.,0.,664827.,0.,664843.,0.,664841.,0.,664827.,0.
cpdf-merge,91785986.,0.,91601903.,nan,90412572.,nan,91649135.,nan,94605527.,0.,95303277.,0.,95179520.,0.,95032321.,0.,95280554.,0.,95129105.,0.
cpdf-reformat,75226887.,0.,75226803.,nan,75226835.,nan,75226856.,nan,76049963.,0.,75793761.,0.,76042049.,0.,74354824.,0.,76385347.,0.,74866165.,0.
cpdf-squeeze,135732481.,0.,132492385.,0.,132492420.,0.,132687652.,0.,138741284.,0.,138739074.,0.,138608340.,0.,138689563.,0.,138135456.,0.,139034401.,0.
cpdf-transform,28027037.,0.,28027020.,0.,28027018.,0.,28027040.,0.,27860239.,0.,27953626.,0.,27819392.,0.,27817534.,0.,27819387.,0.,27817538.,0.
jsontrip-sample,26489.,0.,26481.,0.,26478.,0.,26499.,0.,29441.,0.,29376.,0.,,,,,,,,
kb,4817857.,0.,4851134.,0.,4817598.,0.,4807082.,0.,4908177.,0.,4873136.,0.,4890970.,0.,4893652.,0.,4862668.,0.,4893632.,0.
kb-no-exc,4644408.,0.,4644391.,nan,4644391.,nan,4644410.,nan,4671664.,0.,4699054.,0.,4683094.,0.,4733137.,0.,4683063.,0.,4733147.,0.
lexifi-g2pp,266462.,0.,266466.,0.,265899.,0.,266462.,0.,280169.,0.,278186.,0.,182360.,0.,150396.,0.,278138.,0.,270176.,0.
menhir-fancy,274619.,0.,272105.,0.,272102.,0.,274624.,0.,328731.,0.,327372.,0.,,,,,,,,
menhir-list-errors,1131353702.,0.,1136597006.,nan,,,1131353708.,nan,,,1147848128.,0.,,,,,,,,
menhir-sql,55346570.,0.,55248638.,nan,55248631.,nan,55346591.,nan,56164943.,0.,56283330.,0.,,,,,,,,
menhir-standard,245302.,0.,242342.,0.,242338.,0.,245307.,0.,271961.,0.,278328.,0.,,,,,,,,
menhir-sysver,434543191.,0.,435451292.,nan,,,434543188.,nan,,,441956050.,0.,,,,,,,,
minilight,10554009.,0.,10553812.,0.,10557519.,0.,10554001.,0.,10642310.,0.,10641824.,0.,10638449.,0.,11022785.,0.,10639362.,0.,11022776.,0.
numal-durand-kerner-aberth,227974.,0.,227971.,0.,227979.,0.,227979.,0.,237996.,0.,227630.,0.,245176.,0.,236540.,0.,245176.,0.,236540.,0.
numal-fft,139784459.,0.,139784463.,0.,139784461.,0.,139784459.,0.,140022140.,0.,140272143.,0.,140272138.,0.,140272129.,0.,140272146.,0.,140272137.,0.
numal-k-means,526355.,0.,526364.,0.,526364.,0.,526357.,0.,536219.,0.,536219.,0.,536347.,0.,185924.,0.,536343.,0.,185924.,0.
numal-levinson-durbin,240820090.,0.,240820094.,0.,240820094.,0.,240820088.,0.,250070736.,0.,250064165.,0.,250064197.,0.,250050105.,0.,250064165.,0.,250050089.,0.
numal-lu-decomposition,4624733.,0.,4624734.,0.,4624732.,0.,4624730.,0.,7775146.,0.,7775111.,0.,7775200.,0.,7716864.,0.,7775199.,0.,7716865.,0.
numal-naive-multilayer,1256512.,0.,1259640.,0.,1256522.,0.,1256500.,0.,1284119.,0.,1282790.,0.,1285571.,0.,1662859.,0.,1289262.,0.,1669706.,0.
numal-qr-decomposition,2594693.,0.,2594492.,0.,2594502.,0.,2594976.,0.,2682974.,0.,2693569.,0.,2694084.,0.,2688842.,0.,2694078.,0.,2687982.,0.
numal-rnd_access,200000215.,0.,200000219.,0.,200000217.,0.,200000215.,0.,200000141.,0.,200000139.,0.,200000147.,0.,200000129.,0.,200000143.,0.,200000125.,0.
numal-simple_access,208961133.,0.,208961137.,0.,208961135.,0.,208961135.,0.,220001889.,0.,220001887.,0.,220001891.,0.,220012845.,0.,220001887.,0.,220012841.,0.
patdiff,,,,,,,,,8896447.,0.,9210059.,0.,,,,,,,,
sequence,37289.,0.,37284.,0.,37288.,0.,37289.,0.,37749.,0.,38258.,0.,38070.,0.,39408.,0.,38118.,0.,35908.,0.
sequence-cps,201397.,0.,201401.,0.,201401.,0.,201399.,0.,214872.,0.,222795.,0.,220769.,0.,264287.,0.,223355.,0.,262082.,0.
setrip,13030.,0.,13231.,0.,13231.,0.,13034.,0.,13279.,0.,13269.,0.,,,,,,,,
setrip-smallbuf,13058.,0.,13317.,0.,13317.,0.,13054.,0.,13279.,0.,13241.,0.,,,,,,,,

promoted_words,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,897.,0.,903.,0.,901.,0.,897.,0.,941.,0.,939.,0.,943.,0.,224.,0.,939.,0.,220.,0.
bdd,444232.,0.,444236.,0.,444234.,0.,444232.,0.,477943.,0.,525957.,0.,525943.,0.,525959.,0.,525957.,0.,525943.,0.
cpdf-merge,81093935.,0.,81102937.,nan,81048705.,nan,81088137.,nan,82892080.,0.,83597842.,0.,83474085.,0.,83318874.,0.,83575119.,0.,83423670.,0.
cpdf-reformat,64637393.,0.,64637309.,nan,64637341.,nan,64637362.,nan,65460559.,0.,65204357.,0.,65452645.,0.,63765420.,0.,65795943.,0.,64276761.,0.
cpdf-squeeze,121016094.,0.,120753073.,0.,120753108.,0.,120879420.,0.,123070655.,0.,123068445.,0.,122937711.,0.,123018934.,0.,122464827.,0.,123363772.,0.
cpdf-transform,26097018.,0.,26097001.,0.,26096999.,0.,26097021.,0.,25930310.,0.,26023697.,0.,25889463.,0.,25887605.,0.,25889458.,0.,25887609.,0.
jsontrip-sample,10015.,0.,10007.,0.,10004.,0.,10025.,0.,13053.,0.,12988.,0.,,,,,,,,
kb,4817779.,0.,4851056.,0.,4817520.,0.,4807004.,0.,4908177.,0.,4873136.,0.,4890970.,0.,4893652.,0.,4862668.,0.,4893632.,0.
kb-no-exc,4644330.,0.,4644313.,nan,4644313.,nan,4644332.,nan,4671664.,0.,4699054.,0.,4683094.,0.,4733137.,0.,4683063.,0.,4733147.,0.
lexifi-g2pp,266384.,0.,266388.,0.,265821.,0.,266384.,0.,280169.,0.,278186.,0.,182360.,0.,150396.,0.,278138.,0.,270176.,0.
menhir-fancy,143167.,0.,140835.,0.,140832.,0.,143172.,0.,179489.,0.,177892.,0.,,,,,,,,
menhir-list-errors,411879101.,0.,417115774.,nan,,,411879107.,nan,,,427712924.,0.,,,,,,,,
menhir-sql,45685452.,0.,45544086.,nan,45544079.,nan,45685473.,nan,46172576.,0.,46288471.,0.,,,,,,,,
menhir-standard,108801.,0.,106023.,0.,106019.,0.,108806.,0.,123373.,0.,129502.,0.,,,,,,,,
menhir-sysver,323522731.,0.,324378418.,nan,,,323522732.,nan,,,329358204.,0.,,,,,,,,
minilight,10537205.,0.,10537008.,0.,10540715.,0.,10537197.,0.,10625592.,0.,10625106.,0.,10621731.,0.,11006067.,0.,10622644.,0.,11006058.,0.
numal-durand-kerner-aberth,227896.,0.,227893.,0.,227901.,0.,227901.,0.,237996.,0.,227630.,0.,245176.,0.,236540.,0.,245176.,0.,236540.,0.
numal-fft,134541495.,0.,134541499.,0.,134541497.,0.,134541495.,0.,134779254.,0.,135029257.,0.,135029252.,0.,135029243.,0.,135029260.,0.,135029251.,0.
numal-k-means,351080.,0.,351089.,0.,351089.,0.,351082.,0.,361022.,0.,361022.,0.,361150.,0.,10727.,0.,361146.,0.,10727.,0.
numal-levinson-durbin,33716.,0.,33720.,0.,33720.,0.,33714.,0.,47317.,0.,40746.,0.,40778.,0.,40840.,0.,40746.,0.,40824.,0.
numal-lu-decomposition,156739.,0.,156740.,0.,156738.,0.,156736.,0.,297668.,0.,297633.,0.,297722.,0.,239386.,0.,297721.,0.,239387.,0.
numal-naive-multilayer,1256082.,0.,1259210.,0.,1256092.,0.,1256070.,0.,1283767.,0.,1282438.,0.,1285219.,0.,1662507.,0.,1288910.,0.,1669354.,0.
numal-qr-decomposition,2594615.,0.,2594414.,0.,2594424.,0.,2594898.,0.,2682974.,0.,2693569.,0.,2694084.,0.,2688842.,0.,2694078.,0.,2687982.,0.
numal-rnd_access,136.,0.,140.,0.,138.,0.,136.,0.,140.,0.,138.,0.,146.,0.,128.,0.,142.,0.,124.,0.
numal-simple_access,188961054.,0.,188961058.,0.,188961056.,0.,188961056.,0.,200001888.,0.,200001886.,0.,200001890.,0.,200012844.,0.,200001886.,0.,200012840.,0.
patdiff,,,,,,,,,6522407.,0.,6836019.,0.,,,,,,,,
sequence,37211.,0.,37206.,0.,37210.,0.,37211.,0.,37749.,0.,38258.,0.,38070.,0.,39408.,0.,38118.,0.,35908.,0.
sequence-cps,201319.,0.,201323.,0.,201323.,0.,201321.,0.,214872.,0.,222795.,0.,220769.,0.,264287.,0.,223355.,0.,262082.,0.
setrip,4751.,0.,4952.,0.,4952.,0.,4755.,0.,5086.,0.,5076.,0.,,,,,,,,
setrip-smallbuf,4779.,0.,5038.,0.,5038.,0.,4775.,0.,5086.,0.,5048.,0.,,,,,,,,

top_heap_words,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,36864.,0.,32768.,0.,32768.,0.,36864.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.
bdd,573081.,0.,573081.,0.,573081.,0.,573081.,0.,565248.,0.,650240.,0.,650240.,0.,650240.,0.,650240.,0.,650240.,0.
cpdf-merge,43087817.,0.,42903778.,nan,41250573.,nan,42956640.,nan,49650688.,0.,43174400.,0.,45316096.,0.,45316096.,0.,45316096.,0.,45316096.,0.
cpdf-reformat,30748513.,0.,30736225.,nan,30748513.,nan,30748513.,nan,32645632.,0.,28387328.,0.,29795328.,0.,34265088.,0.,34265088.,0.,34265088.,0.
cpdf-squeeze,41789455.,0.,39037390.,0.,39037390.,0.,39037649.,0.,43174400.,0.,37542912.,0.,45316096.,0.,39405056.,0.,34265088.,0.,45316096.,0.
cpdf-transform,15729863.,0.,15729863.,0.,15729863.,0.,15729863.,0.,19150848.,0.,14480384.,0.,14480384.,0.,14480384.,0.,14480384.,0.,14480384.,0.
jsontrip-sample,94607.,0.,94607.,0.,94607.,0.,90511.,0.,565248.,0.,491520.,0.,,,,,,,,
kb,442368.,0.,446464.,0.,446464.,0.,446464.,0.,587264.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.
kb-no-exc,507904.,0.,507904.,nan,507904.,nan,507904.,nan,628224.,0.,646656.,0.,646656.,0.,566272.,0.,646656.,0.,566272.,0.
lexifi-g2pp,156643.,0.,156643.,0.,152547.,0.,156643.,0.,593408.,0.,593408.,0.,593408.,0.,593408.,0.,593408.,0.,593408.,0.
menhir-fancy,358034.,0.,357664.,0.,357664.,0.,358034.,0.,491520.,0.,491520.,0.,,,,,,,,
menhir-list-errors,399419876.,0.,399731040.,nan,,,399419876.,nan,,,704860160.,0.,,,,,,,,
menhir-sql,49089295.,0.,48188043.,nan,48192139.,nan,48282383.,nan,49650688.,0.,37542912.,0.,,,,,,,,
menhir-standard,328444.,0.,323978.,0.,323978.,0.,328444.,0.,491520.,0.,491520.,0.,,,,,,,,
menhir-sysver,93400447.,0.,94239995.,nan,,,93400447.,nan,,,91529728.,0.,,,,,,,,
minilight,1106522.,0.,1106522.,0.,1106522.,0.,1106522.,0.,860672.,0.,748032.,0.,748032.,0.,748032.,0.,748032.,0.,748032.,0.
numal-durand-kerner-aberth,49152.,0.,45056.,0.,49152.,0.,49152.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.
numal-fft,55193618.,0.,55193618.,0.,55197714.,0.,55193618.,0.,85220352.,0.,129609728.,0.,129609728.,0.,129609728.,0.,129609728.,0.,129609728.,0.
numal-k-means,560227.,0.,564323.,0.,564323.,0.,564323.,0.,596992.,0.,596992.,0.,596992.,0.,491520.,0.,596992.,0.,491520.,0.
numal-levinson-durbin,18155498.,0.,18155498.,0.,18155498.,0.,18155498.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.
numal-lu-decomposition,4680084.,0.,4675988.,0.,4680084.,0.,4680084.,0.,8068096.,0.,8068096.,0.,8068096.,0.,8068096.,0.,8068096.,0.,8068096.,0.
numal-naive-multilayer,74082.,0.,69986.,0.,74082.,0.,74082.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.
numal-qr-decomposition,1263373.,0.,1263179.,0.,1263179.,0.,1263567.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.,605696.,0.
numal-rnd_access,200032771.,0.,200032771.,0.,200032771.,0.,200032771.,0.,360491520.,0.,360491520.,0.,360491520.,0.,360491520.,0.,360491520.,0.,360491520.,0.
numal-simple_access,209263875.,0.,209259779.,0.,209263875.,0.,209263875.,0.,224531968.,0.,224531968.,0.,224531968.,0.,224531968.,0.,224531968.,0.,224531968.,0.
patdiff,,,,,,,,,3861504.,0.,3861504.,0.,,,,,,,,
sequence,32768.,0.,36864.,0.,36864.,0.,32768.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.
sequence-cps,32768.,0.,32768.,0.,32768.,0.,32768.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.,565248.,0.
setrip,65539.,0.,65539.,0.,65539.,0.,65539.,0.,565248.,0.,565248.,0.,,,,,,,,
setrip-smallbuf,65539.,0.,65539.,0.,65539.,0.,65539.,0.,565248.,0.,565248.,0.,,,,,,,,

minor_collections,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,1.,0.,1.,0.,1.,0.,1.,0.,44.,0.,44.,0.,44.,0.,45.,0.,44.,0.,45.,0.
bdd,291.,0.,291.,0.,291.,0.,291.,0.,294.,0.,295.,0.,295.,0.,295.,0.,295.,0.,295.,0.
cpdf-merge,733.,0.,730.,nan,714.,nan,731.,nan,771.,0.,772.,0.,774.,0.,761.,0.,775.,0.,762.,0.
cpdf-reformat,1694.,0.,1694.,nan,1694.,nan,1694.,nan,1726.,0.,1725.,0.,1728.,0.,1715.,0.,1727.,0.,1716.,0.
cpdf-squeeze,1513.,0.,1476.,0.,1476.,0.,1478.,0.,1561.,0.,1560.,0.,1563.,0.,1540.,0.,1561.,0.,1541.,0.
cpdf-transform,214.,0.,214.,0.,214.,0.,214.,0.,221.,0.,220.,0.,222.,0.,222.,0.,222.,0.,222.,0.
jsontrip-sample,17.,0.,17.,0.,17.,0.,17.,0.,29.,0.,28.,0.,,,,,,,,
kb,341.,0.,343.,0.,341.,0.,340.,0.,387.,0.,385.,0.,382.,0.,383.,0.,384.,0.,383.,0.
kb-no-exc,143.,0.,143.,nan,143.,nan,143.,nan,170.,0.,168.,0.,171.,0.,171.,0.,171.,0.,171.,0.
lexifi-g2pp,6038.,0.,6038.,0.,6023.,0.,6038.,0.,6407.,0.,6409.,0.,6291.,0.,6176.,0.,6409.,0.,6501.,0.
menhir-fancy,5.,0.,5.,0.,5.,0.,5.,0.,9.,0.,9.,0.,,,,,,,,
menhir-list-errors,9103.,0.,9282.,nan,,,9103.,nan,,,9621.,0.,,,,,,,,
menhir-sql,3867.,0.,3867.,nan,3867.,nan,3867.,nan,3966.,0.,3969.,0.,,,,,,,,
menhir-standard,4.,0.,4.,0.,4.,0.,4.,0.,5.,0.,6.,0.,,,,,,,,
menhir-sysver,31199.,0.,31186.,nan,,,31199.,nan,,,31935.,0.,,,,,,,,
minilight,36852.,0.,36851.,0.,36867.,0.,36852.,0.,37210.,0.,37211.,0.,37211.,0.,41432.,0.,37211.,0.,41432.,0.
numal-durand-kerner-aberth,290.,0.,290.,0.,290.,0.,290.,0.,338.,0.,338.,0.,337.,0.,341.,0.,337.,0.,341.,0.
numal-fft,183.,0.,183.,0.,183.,0.,183.,0.,185.,0.,185.,0.,185.,0.,185.,0.,185.,0.,185.,0.
numal-k-means,2.,0.,2.,0.,2.,0.,2.,0.,391.,0.,391.,0.,392.,0.,390.,0.,392.,0.,390.,0.
numal-levinson-durbin,3676.,0.,3676.,0.,3676.,0.,3676.,0.,6385.,0.,4885.,0.,4885.,0.,4886.,0.,4885.,0.,4886.,0.
numal-lu-decomposition,20.,0.,20.,0.,20.,0.,20.,0.,2098.,0.,2097.,0.,2097.,0.,2095.,0.,2097.,0.,2095.,0.
numal-naive-multilayer,8253.,0.,8273.,0.,8253.,0.,8253.,0.,8352.,0.,8352.,0.,8351.,0.,7726.,0.,8352.,0.,7735.,0.
numal-qr-decomposition,6274.,0.,6273.,0.,6273.,0.,6275.,0.,6560.,0.,6552.,0.,6552.,0.,6553.,0.,6552.,0.,6556.,0.
numal-rnd_access,1.,0.,1.,0.,1.,0.,1.,0.,763.142857143,0.377964473009,763.,0.,764.,0.,764.,0.,764.,0.,764.,0.
numal-simple_access,866.,0.,866.,0.,866.,0.,866.,0.,2445.,0.,2446.,0.,2446.,0.,2446.,0.,2446.,0.,2446.,0.
patdiff,,,,,,,,,149.,0.,151.,0.,,,,,,,,
sequence,2853.,0.,2853.,0.,2853.,0.,2853.,0.,2898.,0.,2931.,0.,2920.,0.,2982.,0.,2922.,0.,2984.,0.
sequence-cps,5725.,0.,5725.,0.,5725.,0.,5725.,0.,6002.,0.,6176.,0.,6100.,0.,6271.,0.,6131.,0.,6305.,0.
setrip,610.,0.,639.,0.,639.,0.,610.,0.,654.,0.,656.,0.,,,,,,,,
setrip-smallbuf,608.,0.,645.,0.,645.,0.,608.,0.,654.,0.,655.,0.,,,,,,,,

major_collections,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,1.,0.,1.,0.,1.,0.,1.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,1.,0.
bdd,5.,0.,5.,0.,5.,0.,5.,0.,4.,0.,5.,0.,5.,0.,5.,0.,5.,0.,5.,0.
cpdf-merge,30.,0.,30.,nan,30.,nan,30.,nan,24.,0.,24.,0.,26.,0.,27.,0.,27.,0.,27.,0.
cpdf-reformat,29.,0.,29.,nan,29.,nan,29.,nan,25.,0.,24.,0.,26.,0.,27.,0.,26.,0.,27.,0.
cpdf-squeeze,36.,0.,36.,0.,36.,0.,36.,0.,33.,0.,32.,0.,35.,0.,35.,0.,33.,0.,36.,0.
cpdf-transform,15.,0.,15.,0.,15.,0.,15.,0.,13.,0.,13.,0.,15.,0.,15.,0.,15.,0.,15.,0.
jsontrip-sample,2.,0.,2.,0.,2.,0.,2.,0.,4.,0.,2.,0.,,,,,,,,
kb,65.,0.,71.,0.,67.,0.,65.,0.,67.,0.,63.,0.,60.,0.,67.,0.,63.,0.,67.,0.
kb-no-exc,57.,0.,56.,nan,56.,nan,57.,nan,43.,0.,40.,0.,44.,0.,50.,0.,44.,0.,50.,0.
lexifi-g2pp,11.,0.,11.,0.,11.,0.,11.,0.,8.,0.,11.,0.,7.,0.,5.,0.,10.,0.,11.,0.
menhir-fancy,1.,0.,1.,0.,1.,0.,1.,0.,1.,0.,1.,0.,,,,,,,,
menhir-list-errors,36.,0.,36.,nan,,,36.,nan,,,30.,0.,,,,,,,,
menhir-sql,15.,0.,15.,nan,15.,nan,15.,nan,16.,0.,17.,0.,,,,,,,,
menhir-standard,1.,0.,1.,0.,1.,0.,1.,0.,1.,0.,1.,0.,,,,,,,,
menhir-sysver,38.,0.,38.,nan,,,38.,nan,,,58.,0.,,,,,,,,
minilight,38.,0.,38.,0.,38.,0.,38.,0.,53.,0.,56.,0.,56.,0.,58.,0.,56.,0.,58.,0.
numal-durand-kerner-aberth,47.,0.,48.,0.,47.,0.,47.,0.,86.,0.,85.,0.,84.,0.,91.,0.,84.,0.,91.,0.
numal-fft,10.,0.,10.,0.,10.,0.,10.,0.,4.,0.,3.,0.,3.,0.,3.,0.,3.,0.,3.,0.
numal-k-means,2.,0.,2.,0.,2.,0.,2.,0.,0.,0.,0.,0.,2.,0.,1.,0.,2.,0.,1.,0.
numal-levinson-durbin,72.,0.,72.,0.,72.,0.,72.,0.,3840.,0.,1755.,0.,1755.,0.,1755.,0.,1755.,0.,1755.,0.
numal-lu-decomposition,3.,0.,3.,0.,3.,0.,3.,0.,5.,0.,5.,0.,8.,0.,9.,0.,8.,0.,9.,0.
numal-naive-multilayer,129.,0.,132.,0.,129.,0.,129.,0.,143.,0.,143.,0.,142.,0.,1096.,0.,143.,0.,1114.,0.
numal-qr-decomposition,9.,0.,9.,0.,9.,0.,9.,0.,50.,0.,40.,0.,40.,0.,43.,0.,40.,0.,48.,0.
numal-rnd_access,1.,0.,1.,0.,1.,0.,1.,0.,0.,0.,0.,0.,1.,0.,1.,0.,1.,0.,1.,0.
numal-simple_access,5.,0.,5.,0.,5.,0.,5.,0.,6.,0.,8.,0.,9.,0.,9.,0.,9.,0.,9.,0.
patdiff,,,,,,,,,10.,0.,10.,0.,,,,,,,,
sequence,165.,0.,156.,0.,156.,0.,165.,0.,70.,0.,136.,0.,114.,0.,239.,0.,119.,0.,243.,0.
sequence-cps,961.,0.,961.,0.,961.,0.,961.,0.,550.,0.,898.,0.,746.,0.,1090.,0.,808.,0.,1158.,0.
setrip,12.,0.,13.,0.,13.,0.,12.,0.,6.,0.,10.,0.,,,,,,,,
setrip-smallbuf,12.,0.,13.,0.,13.,0.,12.,0.,6.,0.,9.,0.,,,,,,,,

compactions,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
bdd,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
cpdf-merge,,,,,,,,,0.,0.,0.,0.,1.,0.,1.,0.,1.,0.,1.,0.
cpdf-reformat,,,,,,,,,0.,0.,0.,0.,1.,0.,1.,0.,1.,0.,1.,0.
cpdf-squeeze,,,,,,,,,0.,0.,0.,0.,1.,0.,1.,0.,1.,0.,1.,0.
cpdf-transform,,,,,,,,,0.,0.,0.,0.,1.,0.,1.,0.,1.,0.,1.,0.
jsontrip-sample,,,,,,,,,2.,0.,0.,0.,,,,,,,,
kb,,,,,,,,,4.,0.,3.,0.,6.,0.,2.,0.,5.,0.,2.,0.
kb-no-exc,,,,,,,,,6.,0.,3.,0.,5.,0.,2.,0.,5.,0.,2.,0.
lexifi-g2pp,,,,,,,,,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.
menhir-fancy,,,,,,,,,0.,0.,0.,0.,,,,,,,,
menhir-list-errors,,,,,,,,,,,0.,0.,,,,,,,,
menhir-sql,,,,,,,,,0.,0.,0.,0.,,,,,,,,
menhir-standard,,,,,,,,,0.,0.,0.,0.,,,,,,,,
menhir-sysver,,,,,,,,,,,0.,0.,,,,,,,,
minilight,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
numal-durand-kerner-aberth,,,,,,,,,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.
numal-fft,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
numal-k-means,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
numal-levinson-durbin,,,,,,,,,1245.,0.,382.,0.,382.,0.,383.,0.,382.,0.,383.,0.
numal-lu-decomposition,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
numal-naive-multilayer,,,,,,,,,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.
numal-qr-decomposition,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.,0.
numal-rnd_access,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
numal-simple_access,,,,,,,,,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
patdiff,,,,,,,,,1.,0.,1.,0.,,,,,,,,
sequence,,,,,,,,,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.
sequence-cps,,,,,,,,,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.
setrip,,,,,,,,,2.,0.,2.,0.,,,,,,,,
setrip-smallbuf,,,,,,,,,2.,0.,2.,0.,,,,,,,,

heap_words,4.06.1+multicore+bench,,4.06.1+multicore+no-effect-syntax+bench,,4.06.1+multicore+scheduling+bench,,4.06.1+multicore-lazy+bench,,4.06.1+scheduling+bench,,4.06.1+trunk+bench,,4.08.0+optim_local_tailcalls+bench,,4.08.0+optim_local_tailcalls+flambda+bench,,4.08.0+trunk+bench,,4.08.0+trunk+flambda+bench,
almabench,36864.,0.,32768.,0.,32768.,0.,36864.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.,491520.,0.
bdd,573081.,0.,573081.,0.,573081.,0.,573081.,0.,565248.,0.,650240.,0.,650240.,0.,650240.,0.,650240.,0.,650240.,0.
cpdf-merge,39245769.,0.,39053538.,nan,37871373.,nan,39106400.,nan,49650688.,0.,43174400.,0.,45316096.,0.,45316096.,0.,45316096.,0.,45316096.,0.
cpdf-reformat,30609141.,0.,30596853.,nan,30609141.,nan,30609141.,nan,32645632.,0.,28387328.,0.,29795328.,0.,34265088.,0.,34265088.,0.,34265088.,0.
cpdf-squeeze,29811032.,0.,28036569.,0.,28036569.,0.,28232783.,0.,43174400.,0.,37542912.,0.,45316096.,0.,39405056.,0.,34265088.,0.,45316096.,0.
cpdf-transform,10593479.,0.,10593479.,0.,10593479.,0.,10593479.,0.,19150848.,0.,14480384.,0.,3531264.,0.,3531264.,0.,3531264.,0.,3531264.,0.
